worker_id,full_name,department,job_role,salary,tenure,employment_status,account_number,attendance_score,last_verification
HRA-1640,Staff 1640,Research & Development,Research Scientist,47232,8,Active,0122001163,96,2026-04-15
HRA-1641,Staff 1641,Research & Development,Manufacturing Director,95340,4,Active,0122001164,89,2026-04-15
HRA-1642,Staff 1642,Human Resources,Human Resources,68916,10,Active,0122001165,82,2026-04-15
HRA-1644,Staff 1644,Research & Development,Manager,182424,2,Active,0122001166,95,2026-04-15
HRA-1645,Staff 1645,Sales,Sales Executive,65280,2,Terminated,0122001167,87,2026-04-15
HRA-1646,Staff 1646,Research & Development,Research Scientist,45120,6,Active,0122001168,80,2026-04-15
HRA-1647,Staff 1647,Research & Development,Research Scientist,42204,3,Active,0122001169,80,2026-04-15
HRA-1648,Staff 1648,Research & Development,Research Scientist,30960,4,Active,0122001170,82,2026-04-15
HRA-1649,Staff 1649,Research & Development,Laboratory Technician,25992,4,Terminated,0122001171,92,2026-04-15
HRA-1650,Staff 1650,Sales,Sales Executive,70428,5,Active,0122001172,90,2026-04-15
HRA-1651,Staff 1651,Research & Development,Healthcare Representative,96096,3,Active,0122001173,85,2026-04-15
HRA-1653,Staff 1653,Research & Development,Manufacturing Director,62472,7,Active,0122001174,81,2026-04-15
HRA-1654,Staff 1654,Research & Development,Manufacturing Director,63540,5,Active,0122001175,90,2026-04-15
HRA-1655,Staff 1655,Research & Development,Research Director,196956,4,Active,0122001176,99,2026-04-15
HRA-1656,Staff 1656,Research & Development,Research Director,159228,14,Active,0122001177,80,2026-04-15
HRA-1657,Staff 1657,Sales,Sales Representative,33396,2,Active,0122001178,90,2026-04-15
HRA-1658,Staff 1658,Research & Development,Research Scientist,65196,11,Active,0122001179,91,2026-04-15
HRA-1659,Staff 1659,Research & Development,Laboratory Technician,24156,4,Active,0122001180,83,2026-04-15
HRA-1661,Staff 1661,Research & Development,Healthcare Representative,167592,15,Active,0122001181,96,2026-04-15
HRA-1662,Staff 1662,Research & Development,Manufacturing Director,52488,3,Active,0122001182,87,2026-04-15
HRA-1664,Staff 1664,Research & Development,Healthcare Representative,82104,5,Active,0122001183,93,2026-04-15
HRA-1665,Staff 1665,Research & Development,Manager,209112,10,Active,0122001184,81,2026-04-15
HRA-1666,Staff 1666,Research & Development,Research Director,211236,14,Active,0122001185,97,2026-04-15
HRA-1667,Staff 1667,Sales,Sales Executive,54972,11,Terminated,0122001186,83,2026-04-15
HRA-1668,Staff 1668,Research & Development,Research Scientist,56820,13,Active,0122001187,91,2026-04-15
HRA-1669,Staff 1669,Sales,Sales Executive,50244,10,Active,0122001188,81,2026-04-15
HRA-1670,Staff 1670,Sales,Sales Executive,66060,6,Active,0122001189,92,2026-04-15
HRA-1671,Staff 1671,Research & Development,Research Scientist,65640,9,Active,0122001190,91,2026-04-15
HRA-1673,Staff 1673,Sales,Sales Executive,65712,10,Active,0122001191,87,2026-04-15
HRA-1674,Staff 1674,Research & Development,Laboratory Technician,31044,2,Active,0122001192,97,2026-04-15
HRA-1675,Staff 1675,Research & Development,Laboratory Technician,29280,4,Active,0122001193,92,2026-04-15
HRA-1676,Staff 1676,Sales,Manager,191664,3,Active,0122001194,88,2026-04-15
HRA-1677,Staff 1677,Research & Development,Manager,184548,8,Active,0122001195,81,2026-04-15
HRA-1678,Staff 1678,Sales,Sales Executive,84984,2,Active,0122001196,95,2026-04-15
HRA-1680,Staff 1680,Sales,Sales Representative,32736,2,Active,0122001197,90,2026-04-15
HRA-1681,Staff 1681,Sales,Sales Executive,64416,6,Active,0122001198,92,2026-04-15
HRA-1682,Staff 1682,Research & Development,Healthcare Representative,64164,3,Active,0122001199,87,2026-04-15
HRA-1683,Staff 1683,Human Resources,Human Resources,38340,2,Active,0122001200,85,2026-04-15
HRA-1684,Staff 1684,Research & Development,Laboratory Technician,47868,5,Terminated,0122001201,80,2026-04-15
HRA-1687,Staff 1687,Research & Development,Laboratory Technician,39672,0,Active,0122001202,89,2026-04-15
HRA-1689,Staff 1689,Research & Development,Healthcare Representative,84060,4,Active,0122001203,83,2026-04-15
HRA-1691,Staff 1691,Sales,Sales Representative,31860,9,Terminated,0122001204,99,2026-04-15
HRA-1692,Staff 1692,Research & Development,Laboratory Technician,16716,1,Terminated,0122001205,99,2026-04-15
HRA-1693,Staff 1693,Research & Development,Laboratory Technician,30840,7,Active,0122001206,86,2026-04-15
HRA-1694,Staff 1694,Research & Development,Research Scientist,42444,4,Active,0122001207,92,2026-04-15
HRA-1696,Staff 1696,Research & Development,Laboratory Technician,47832,15,Active,0122001208,91,2026-04-15
HRA-1697,Staff 1697,Research & Development,Healthcare Representative,130596,1,Active,0122001209,89,2026-04-15
HRA-1698,Staff 1698,Research & Development,Laboratory Technician,24336,14,Active,0122001210,98,2026-04-15
HRA-1700,Staff 1700,Sales,Sales Executive,114300,6,Active,0122001211,95,2026-04-15
HRA-1701,Staff 1701,Research & Development,Research Scientist,35148,10,Active,0122001212,90,2026-04-15
HRA-1702,Staff 1702,Sales,Sales Representative,27300,3,Terminated,0122001213,84,2026-04-15
HRA-1703,Staff 1703,Research & Development,Healthcare Representative,94548,8,Active,0122001214,85,2026-04-15
HRA-1704,Staff 1704,Research & Development,Research Scientist,59160,5,Active,0122001215,82,2026-04-15
HRA-1706,Staff 1706,Sales,Sales Executive,94164,10,Active,0122001216,97,2026-04-15
HRA-1707,Staff 1707,Research & Development,Research Scientist,52812,5,Active,0122001217,86,2026-04-15
HRA-1708,Staff 1708,Sales,Sales Executive,110892,10,Active,0122001218,84,2026-04-15
HRA-1709,Staff 1709,Research & Development,Laboratory Technician,35688,5,Active,0122001219,82,2026-04-15
HRA-1710,Staff 1710,Sales,Sales Representative,54024,13,Active,0122001220,91,2026-04-15
HRA-1712,Staff 1712,Research & Development,Healthcare Representative,128976,23,Active,0122001221,97,2026-04-15
HRA-1714,Staff 1714,Human Resources,Human Resources,18660,1,Terminated,0122001222,84,2026-04-15
HRA-1716,Staff 1716,Sales,Sales Executive,155232,23,Terminated,0122001223,85,2026-04-15
HRA-1718,Staff 1718,Research & Development,Laboratory Technician,27660,3,Active,0122001224,99,2026-04-15
HRA-1719,Staff 1719,Research & Development,Research Director,200448,21,Active,0122001225,87,2026-04-15
HRA-1720,Staff 1720,Research & Development,Research Scientist,41196,5,Active,0122001226,82,2026-04-15
HRA-1721,Staff 1721,Research & Development,Laboratory Technician,41724,5,Active,0122001227,93,2026-04-15
HRA-1722,Staff 1722,Human Resources,Human Resources,77160,3,Active,0122001228,85,2026-04-15
HRA-1724,Staff 1724,Research & Development,Manufacturing Director,78192,1,Active,0122001229,90,2026-04-15
HRA-1725,Staff 1725,Research & Development,Laboratory Technician,46884,6,Active,0122001230,80,2026-04-15
HRA-1727,Staff 1727,Research & Development,Healthcare Representative,66744,10,Active,0122001231,89,2026-04-15
HRA-1728,Staff 1728,Research & Development,Manufacturing Director,82596,7,Active,0122001232,84,2026-04-15
HRA-1729,Staff 1729,Research & Development,Research Scientist,34344,10,Active,0122001233,81,2026-04-15
HRA-1731,Staff 1731,Sales,Sales Executive,59736,1,Active,0122001234,84,2026-04-15
HRA-1732,Staff 1732,Sales,Sales Executive,124416,10,Active,0122001235,91,2026-04-15
HRA-1733,Staff 1733,Sales,Sales Executive,73608,2,Terminated,0122001236,99,2026-04-15
HRA-1734,Staff 1734,Sales,Sales Executive,80820,0,Terminated,0122001237,95,2026-04-15
HRA-1735,Staff 1735,Research & Development,Laboratory Technician,39540,3,Active,0122001238,95,2026-04-15
HRA-1736,Staff 1736,Research & Development,Manufacturing Director,62856,5,Active,0122001239,95,2026-04-15
HRA-1737,Staff 1737,Research & Development,Laboratory Technician,77664,9,Active,0122001240,83,2026-04-15
HRA-1739,Staff 1739,Sales,Sales Executive,115320,4,Active,0122001241,85,2026-04-15
HRA-1740,Staff 1740,Sales,Manager,237996,21,Active,0122001242,91,2026-04-15
HRA-1744,Staff 1744,Human Resources,Human Resources,117072,5,Active,0122001243,87,2026-04-15
HRA-1745,Staff 1745,Research & Development,Research Scientist,59616,9,Active,0122001244,94,2026-04-15
HRA-1746,Staff 1746,Human Resources,Human Resources,25740,2,Active,0122001245,92,2026-04-15
HRA-1747,Staff 1747,Human Resources,Human Resources,26160,4,Terminated,0122001246,81,2026-04-15
HRA-1749,Staff 1749,Sales,Sales Executive,100152,5,Active,0122001247,98,2026-04-15
HRA-1751,Staff 1751,Research & Development,Research Scientist,41340,6,Active,0122001248,87,2026-04-15
HRA-1752,Staff 1752,Sales,Sales Representative,33120,2,Terminated,0122001249,96,2026-04-15
HRA-1753,Staff 1753,Research & Development,Healthcare Representative,75528,3,Active,0122001250,80,2026-04-15
HRA-1754,Staff 1754,Sales,Sales Executive,85680,7,Active,0122001251,96,2026-04-15
HRA-1755,Staff 1755,Research & Development,Research Scientist,35184,5,Active,0122001252,83,2026-04-15
HRA-1756,Staff 1756,Sales,Sales Executive,61764,11,Active,0122001253,91,2026-04-15
HRA-1757,Staff 1757,Sales,Sales Executive,54084,5,Active,0122001254,88,2026-04-15
HRA-1758,Staff 1758,Sales,Sales Executive,102768,0,Terminated,0122001255,90,2026-04-15
HRA-1760,Staff 1760,Research & Development,Laboratory Technician,29616,6,Active,0122001256,87,2026-04-15
HRA-1761,Staff 1761,Sales,Sales Executive,97932,1,Terminated,0122001257,85,2026-04-15
HRA-1762,Staff 1762,Research & Development,Research Scientist,25308,1,Active,0122001258,82,2026-04-15
HRA-1763,Staff 1763,Research & Development,Healthcare Representative,63528,7,Active,0122001259,97,2026-04-15
HRA-1764,Staff 1764,Research & Development,Research Scientist,32616,7,Active,0122001260,87,2026-04-15
HRA-1766,Staff 1766,Research & Development,Healthcare Representative,69732,1,Active,0122001261,99,2026-04-15
HRA-1767,Staff 1767,Research & Development,Research Scientist,29244,1,Terminated,0122001262,91,2026-04-15
HRA-1768,Staff 1768,Research & Development,Laboratory Technician,33192,5,Active,0122001263,91,2026-04-15
HRA-1770,Staff 1770,Research & Development,Research Director,228456,1,Active,0122001264,97,2026-04-15
HRA-1771,Staff 1771,Research & Development,Research Scientist,36660,9,Active,0122001265,87,2026-04-15
HRA-1772,Staff 1772,Research & Development,Laboratory Technician,27468,5,Active,0122001266,86,2026-04-15
HRA-1774,Staff 1774,Sales,Sales Executive,48012,15,Active,0122001267,96,2026-04-15
HRA-1775,Staff 1775,Research & Development,Manufacturing Director,155580,3,Active,0122001268,86,2026-04-15
HRA-1778,Staff 1778,Human Resources,Human Resources,42468,9,Active,0122001269,85,2026-04-15
HRA-1779,Staff 1779,Sales,Sales Executive,72348,2,Active,0122001270,87,2026-04-15
HRA-1780,Staff 1780,Sales,Sales Representative,32148,1,Terminated,0122001271,84,2026-04-15
HRA-1782,Staff 1782,Research & Development,Laboratory Technician,44424,5,Active,0122001272,98,2026-04-15
HRA-1783,Staff 1783,Research & Development,Laboratory Technician,28776,1,Terminated,0122001273,92,2026-04-15
HRA-1784,Staff 1784,Sales,Sales Executive,65616,12,Active,0122001274,83,2026-04-15
HRA-1786,Staff 1786,Research & Development,Manager,157392,2,Active,0122001275,90,2026-04-15
HRA-1787,Staff 1787,Sales,Sales Executive,50268,5,Active,0122001276,80,2026-04-15
HRA-1789,Staff 1789,Research & Development,Research Director,231936,2,Active,0122001277,98,2026-04-15
HRA-1790,Staff 1790,Research & Development,Healthcare Representative,99852,12,Active,0122001278,90,2026-04-15
HRA-1792,Staff 1792,Research & Development,Research Scientist,28104,5,Terminated,0122001279,80,2026-04-15
HRA-1794,Staff 1794,Human Resources,Human Resources,48852,10,Active,0122001280,88,2026-04-15
HRA-1797,Staff 1797,Sales,Sales Executive,69756,10,Terminated,0122001281,83,2026-04-15
HRA-1798,Staff 1798,Research & Development,Research Scientist,37716,10,Active,0122001282,96,2026-04-15
HRA-1799,Staff 1799,Research & Development,Research Scientist,24528,5,Active,0122001283,99,2026-04-15
HRA-1800,Staff 1800,Research & Development,Research Director,161568,4,Active,0122001284,90,2026-04-15
HRA-1801,Staff 1801,Sales,Sales Executive,95892,2,Active,0122001285,85,2026-04-15
HRA-1802,Staff 1802,Research & Development,Laboratory Technician,40524,4,Active,0122001286,84,2026-04-15
HRA-1803,Staff 1803,Research & Development,Healthcare Representative,66456,0,Active,0122001287,93,2026-04-15
HRA-1804,Staff 1804,Research & Development,Manufacturing Director,69144,7,Active,0122001288,95,2026-04-15
HRA-1805,Staff 1805,Human Resources,Human Resources,31104,11,Active,0122001289,83,2026-04-15
HRA-1807,Staff 1807,Research & Development,Laboratory Technician,64152,7,Terminated,0122001290,98,2026-04-15
HRA-1809,Staff 1809,Research & Development,Manufacturing Director,50556,10,Terminated,0122001291,84,2026-04-15
HRA-1812,Staff 1812,Sales,Sales Executive,49524,2,Active,0122001292,89,2026-04-15
HRA-1813,Staff 1813,Research & Development,Research Scientist,29256,3,Active,0122001293,96,2026-04-15
HRA-1814,Staff 1814,Research & Development,Healthcare Representative,82440,3,Active,0122001294,94,2026-04-15
HRA-1815,Staff 1815,Sales,Sales Executive,125364,22,Active,0122001295,82,2026-04-15
HRA-1816,Staff 1816,Research & Development,Manufacturing Director,116004,7,Active,0122001296,85,2026-04-15
HRA-1818,Staff 1818,Human Resources,Human Resources,25776,5,Terminated,0122001297,88,2026-04-15
HRA-1821,Staff 1821,Research & Development,Healthcare Representative,107112,9,Terminated,0122001298,98,2026-04-15
HRA-1822,Staff 1822,Research & Development,Healthcare Representative,78156,5,Active,0122001299,89,2026-04-15
HRA-1823,Staff 1823,Sales,Sales Executive,81588,10,Active,0122001300,98,2026-04-15
HRA-1824,Staff 1824,Sales,Manager,195492,16,Active,0122001301,90,2026-04-15
HRA-1826,Staff 1826,Research & Development,Laboratory Technician,32460,5,Active,0122001302,81,2026-04-15
HRA-1827,Staff 1827,Research & Development,Manufacturing Director,123996,22,Active,0122001303,88,2026-04-15
HRA-1829,Staff 1829,Research & Development,Healthcare Representative,53376,7,Active,0122001304,93,2026-04-15
HRA-1830,Staff 1830,Research & Development,Research Scientist,82248,7,Active,0122001305,87,2026-04-15
HRA-1833,Staff 1833,Sales,Sales Executive,115644,3,Active,0122001306,99,2026-04-15
HRA-1834,Staff 1834,Research & Development,Research Scientist,43092,3,Active,0122001307,93,2026-04-15
HRA-1835,Staff 1835,Sales,Sales Representative,64860,4,Active,0122001308,99,2026-04-15
HRA-1836,Staff 1836,Sales,Sales Executive,56208,5,Active,0122001309,86,2026-04-15
HRA-1837,Staff 1837,Research & Development,Research Director,189444,2,Active,0122001310,90,2026-04-15
HRA-1839,Staff 1839,Research & Development,Research Scientist,18168,0,Active,0122001311,87,2026-04-15
HRA-1842,Staff 1842,Human Resources,Human Resources,35472,1,Terminated,0122001312,99,2026-04-15
HRA-1844,Staff 1844,Human Resources,Human Resources,28020,2,Terminated,0122001313,94,2026-04-15
HRA-1845,Staff 1845,Sales,Sales Executive,61848,8,Active,0122001314,95,2026-04-15
HRA-1847,Staff 1847,Research & Development,Research Scientist,83544,1,Active,0122001315,99,2026-04-15
HRA-1849,Staff 1849,Sales,Sales Executive,68100,7,Active,0122001316,94,2026-04-15
HRA-1850,Staff 1850,Research & Development,Laboratory Technician,28548,5,Active,0122001317,92,2026-04-15
HRA-1852,Staff 1852,Research & Development,Laboratory Technician,45744,11,Active,0122001318,88,2026-04-15
HRA-1853,Staff 1853,Sales,Sales Executive,55776,0,Active,0122001319,81,2026-04-15
HRA-1854,Staff 1854,Research & Development,Research Scientist,35232,6,Active,0122001320,95,2026-04-15
HRA-1856,Staff 1856,Research & Development,Laboratory Technician,25260,2,Active,0122001321,85,2026-04-15
HRA-1857,Staff 1857,Research & Development,Manufacturing Director,102936,9,Active,0122001322,87,2026-04-15
HRA-1858,Staff 1858,Human Resources,Human Resources,32472,3,Active,0122001323,96,2026-04-15
HRA-1859,Staff 1859,Research & Development,Healthcare Representative,76608,7,Active,0122001324,85,2026-04-15
HRA-1860,Staff 1860,Research & Development,Laboratory Technician,47616,0,Active,0122001325,97,2026-04-15
HRA-1862,Staff 1862,Sales,Sales Executive,118884,2,Terminated,0122001326,88,2026-04-15
HRA-1863,Staff 1863,Sales,Sales Executive,158700,19,Active,0122001327,82,2026-04-15
HRA-1864,Staff 1864,Sales,Sales Representative,42480,9,Active,0122001328,99,2026-04-15
HRA-1865,Staff 1865,Human Resources,Human Resources,33648,1,Active,0122001329,88,2026-04-15
HRA-1866,Staff 1866,Research & Development,Manager,232704,16,Active,0122001330,97,2026-04-15
HRA-1867,Staff 1867,Research & Development,Research Director,235980,22,Active,0122001331,93,2026-04-15
HRA-1868,Staff 1868,Research & Development,Research Scientist,29268,1,Terminated,0122001332,92,2026-04-15
HRA-1869,Staff 1869,Sales,Sales Executive,87768,8,Terminated,0122001333,86,2026-04-15
HRA-1870,Staff 1870,Research & Development,Research Scientist,57288,7,Active,0122001334,88,2026-04-15
HRA-1871,Staff 1871,Research & Development,Research Scientist,46824,2,Active,0122001335,80,2026-04-15
HRA-1873,Staff 1873,Research & Development,Research Scientist,31944,5,Active,0122001336,97,2026-04-15
HRA-1875,Staff 1875,Sales,Sales Representative,34272,1,Active,0122001337,90,2026-04-15
HRA-1876,Staff 1876,Sales,Sales Representative,12972,1,Terminated,0122001338,80,2026-04-15
HRA-1878,Staff 1878,Research & Development,Research Scientist,29664,1,Terminated,0122001339,96,2026-04-15
HRA-1880,Staff 1880,Sales,Sales Executive,68076,10,Active,0122001340,80,2026-04-15
HRA-1881,Staff 1881,Research & Development,Laboratory Technician,50364,10,Active,0122001341,97,2026-04-15
HRA-1882,Staff 1882,Sales,Sales Executive,116556,5,Active,0122001342,90,2026-04-15
HRA-1883,Staff 1883,Research & Development,Laboratory Technician,24744,3,Active,0122001343,85,2026-04-15
HRA-1885,Staff 1885,Research & Development,Research Scientist,51408,5,Active,0122001344,86,2026-04-15
HRA-1886,Staff 1886,Research & Development,Manufacturing Director,57456,3,Active,0122001345,85,2026-04-15
HRA-1888,Staff 1888,Research & Development,Manufacturing Director,70872,9,Active,0122001346,91,2026-04-15
HRA-1890,Staff 1890,Human Resources,Human Resources,46632,10,Active,0122001347,93,2026-04-15
HRA-1892,Staff 1892,Research & Development,Manager,201876,19,Active,0122001348,80,2026-04-15
HRA-1893,Staff 1893,Research & Development,Research Scientist,35196,1,Active,0122001349,93,2026-04-15
HRA-1898,Staff 1898,Sales,Sales Executive,78000,8,Active,0122001350,97,2026-04-15
HRA-1900,Staff 1900,Research & Development,Manager,206088,22,Active,0122001351,86,2026-04-15
HRA-1903,Staff 1903,Research & Development,Healthcare Representative,60396,2,Active,0122001352,81,2026-04-15
HRA-1905,Staff 1905,Research & Development,Research Scientist,27684,5,Terminated,0122001353,89,2026-04-15
HRA-1907,Staff 1907,Research & Development,Laboratory Technician,31044,4,Terminated,0122001354,90,2026-04-15
HRA-1908,Staff 1908,Sales,Sales Executive,66084,4,Active,0122001355,87,2026-04-15
HRA-1909,Staff 1909,Sales,Sales Executive,52716,5,Active,0122001356,90,2026-04-15
HRA-1911,Staff 1911,Research & Development,Research Director,160176,13,Active,0122001357,90,2026-04-15
HRA-1912,Staff 1912,Sales,Sales Executive,78996,5,Active,0122001358,83,2026-04-15
HRA-1915,Staff 1915,Sales,Sales Executive,97236,4,Active,0122001359,97,2026-04-15
HRA-1916,Staff 1916,Research & Development,Laboratory Technician,47736,2,Active,0122001360,97,2026-04-15
HRA-1918,Staff 1918,Research & Development,Laboratory Technician,30528,7,Active,0122001361,82,2026-04-15
HRA-1922,Staff 1922,Research & Development,Healthcare Representative,64788,4,Active,0122001362,88,2026-04-15
HRA-1924,Staff 1924,Sales,Sales Executive,65844,10,Active,0122001363,94,2026-04-15
HRA-1927,Staff 1927,Sales,Sales Executive,82008,7,Active,0122001364,86,2026-04-15
HRA-1928,Staff 1928,Sales,Sales Representative,13092,1,Terminated,0122001365,98,2026-04-15
HRA-1929,Staff 1929,Sales,Sales Executive,68832,3,Active,0122001366,85,2026-04-15
HRA-1931,Staff 1931,Research & Development,Research Scientist,26712,5,Active,0122001367,99,2026-04-15
HRA-1932,Staff 1932,Research & Development,Research Scientist,68964,15,Active,0122001368,90,2026-04-15
HRA-1933,Staff 1933,Sales,Sales Executive,118248,2,Terminated,0122001369,97,2026-04-15
HRA-1934,Staff 1934,Research & Development,Research Scientist,65604,8,Active,0122001370,84,2026-04-15
HRA-1935,Staff 1935,Sales,Sales Executive,64560,0,Active,0122001371,93,2026-04-15
HRA-1936,Staff 1936,Research & Development,Manufacturing Director,61812,10,Active,0122001372,87,2026-04-15
HRA-1937,Staff 1937,Research & Development,Research Scientist,25596,20,Active,0122001373,87,2026-04-15
HRA-1938,Staff 1938,Sales,Manager,214500,1,Active,0122001374,97,2026-04-15
HRA-1939,Staff 1939,Research & Development,Research Scientist,29184,4,Terminated,0122001375,85,2026-04-15
HRA-1940,Staff 1940,Research & Development,Research Scientist,57252,5,Active,0122001376,88,2026-04-15
HRA-1941,Staff 1941,Research & Development,Research Director,229932,5,Active,0122001377,94,2026-04-15
HRA-1943,Staff 1943,Sales,Sales Executive,61044,0,Active,0122001378,87,2026-04-15
HRA-1944,Staff 1944,Human Resources,Human Resources,34356,1,Terminated,0122001379,82,2026-04-15
HRA-1945,Staff 1945,Sales,Sales Executive,66732,5,Active,0122001380,99,2026-04-15
HRA-1947,Staff 1947,Research & Development,Research Scientist,25728,5,Active,0122001381,96,2026-04-15
HRA-1948,Staff 1948,Research & Development,Research Scientist,36780,4,Active,0122001382,86,2026-04-15
HRA-1949,Staff 1949,Research & Development,Laboratory Technician,33720,5,Active,0122001383,94,2026-04-15
HRA-1950,Staff 1950,Sales,Sales Executive,118656,14,Active,0122001384,95,2026-04-15
HRA-1951,Staff 1951,Sales,Sales Executive,103536,8,Active,0122001385,89,2026-04-15
HRA-1952,Staff 1952,Research & Development,Laboratory Technician,34404,7,Active,0122001386,99,2026-04-15
HRA-1954,Staff 1954,Research & Development,Healthcare Representative,64476,5,Active,0122001387,82,2026-04-15
HRA-1955,Staff 1955,Research & Development,Healthcare Representative,80004,5,Active,0122001388,89,2026-04-15
HRA-1956,Staff 1956,Research & Development,Research Scientist,60036,10,Active,0122001389,96,2026-04-15
HRA-1960,Staff 1960,Research & Development,Laboratory Technician,28404,4,Terminated,0122001390,90,2026-04-15
HRA-1961,Staff 1961,Sales,Sales Representative,34296,1,Active,0122001391,85,2026-04-15
HRA-1962,Staff 1962,Sales,Sales Executive,62448,10,Active,0122001392,91,2026-04-15
HRA-1965,Staff 1965,Sales,Sales Executive,49260,7,Active,0122001393,90,2026-04-15
HRA-1966,Staff 1966,Research & Development,Manufacturing Director,116148,1,Active,0122001394,85,2026-04-15
HRA-1967,Staff 1967,Sales,Sales Executive,67404,10,Terminated,0122001395,91,2026-04-15
HRA-1968,Staff 1968,Sales,Sales Executive,125376,2,Terminated,0122001396,93,2026-04-15
HRA-1969,Staff 1969,Research & Development,Research Scientist,34764,4,Active,0122001397,94,2026-04-15
HRA-1970,Staff 1970,Research & Development,Healthcare Representative,71616,9,Active,0122001398,93,2026-04-15
HRA-1971,Staff 1971,Research & Development,Healthcare Representative,90120,10,Active,0122001399,88,2026-04-15
HRA-1972,Staff 1972,Human Resources,Human Resources,35892,6,Active,0122001400,89,2026-04-15
HRA-1973,Staff 1973,Human Resources,Manager,235632,10,Active,0122001401,88,2026-04-15
HRA-1974,Staff 1974,Research & Development,Laboratory Technician,13548,1,Active,0122001402,86,2026-04-15
HRA-1975,Staff 1975,Sales,Sales Executive,160092,20,Active,0122001403,87,2026-04-15
HRA-1976,Staff 1976,Research & Development,Research Scientist,51984,20,Active,0122001404,90,2026-04-15
HRA-1979,Staff 1979,Research & Development,Research Director,132372,11,Active,0122001405,83,2026-04-15
HRA-1980,Staff 1980,Research & Development,Manufacturing Director,53280,5,Active,0122001406,99,2026-04-15
HRA-1981,Staff 1981,Research & Development,Healthcare Representative,55404,4,Active,0122001407,96,2026-04-15
HRA-1982,Staff 1982,Research & Development,Laboratory Technician,31764,5,Active,0122001408,85,2026-04-15
HRA-1985,Staff 1985,Research & Development,Laboratory Technician,75876,10,Active,0122001409,85,2026-04-15
HRA-1986,Staff 1986,Sales,Sales Executive,68124,11,Active,0122001410,86,2026-04-15
HRA-1987,Staff 1987,Human Resources,Human Resources,26244,2,Active,0122001411,84,2026-04-15
HRA-1989,Staff 1989,Research & Development,Laboratory Technician,44976,12,Active,0122001412,97,2026-04-15
HRA-1992,Staff 1992,Research & Development,Laboratory Technician,47724,2,Active,0122001413,81,2026-04-15
HRA-1993,Staff 1993,Research & Development,Healthcare Representative,103596,17,Active,0122001414,86,2026-04-15
HRA-1994,Staff 1994,Research & Development,Laboratory Technician,24096,1,Active,0122001415,98,2026-04-15
HRA-1995,Staff 1995,Sales,Sales Executive,53280,15,Active,0122001416,84,2026-04-15
HRA-1996,Staff 1996,Sales,Sales Representative,36804,2,Active,0122001417,89,2026-04-15
HRA-1997,Staff 1997,Research & Development,Manufacturing Director,63852,8,Active,0122001418,92,2026-04-15
HRA-1998,Staff 1998,Research & Development,Research Scientist,64920,4,Active,0122001419,91,2026-04-15
HRA-1999,Staff 1999,Research & Development,Research Scientist,33384,5,Active,0122001420,83,2026-04-15
HRA-2000,Staff 2000,Research & Development,Research Director,143484,13,Active,0122001421,84,2026-04-15
HRA-2003,Staff 2003,Research & Development,Laboratory Technician,31920,2,Active,0122001422,98,2026-04-15
HRA-2007,Staff 2007,Research & Development,Research Scientist,40500,3,Active,0122001423,88,2026-04-15
HRA-2008,Staff 2008,Research & Development,Research Scientist,61176,10,Active,0122001424,80,2026-04-15
HRA-2009,Staff 2009,Research & Development,Healthcare Representative,58536,9,Active,0122001425,94,2026-04-15
HRA-2010,Staff 2010,Research & Development,Laboratory Technician,34044,6,Active,0122001426,92,2026-04-15
HRA-2012,Staff 2012,Research & Development,Laboratory Technician,28872,1,Active,0122001427,94,2026-04-15
HRA-2013,Staff 2013,Sales,Sales Representative,27228,2,Active,0122001428,80,2026-04-15
HRA-2014,Staff 2014,Research & Development,Research Scientist,49296,7,Active,0122001429,87,2026-04-15
HRA-2015,Staff 2015,Research & Development,Research Director,158472,18,Active,0122001430,94,2026-04-15
HRA-2016,Staff 2016,Sales,Sales Executive,125064,14,Active,0122001431,89,2026-04-15
HRA-2017,Staff 2017,Research & Development,Research Director,164928,16,Active,0122001432,86,2026-04-15
HRA-2018,Staff 2018,Sales,Sales Executive,58884,5,Active,0122001433,97,2026-04-15
HRA-2019,Staff 2019,Sales,Sales Representative,41784,9,Active,0122001434,97,2026-04-15
HRA-2020,Staff 2020,Research & Development,Research Scientist,29232,4,Active,0122001435,85,2026-04-15
HRA-2021,Staff 2021,Sales,Sales Representative,28560,2,Active,0122001436,92,2026-04-15
HRA-2022,Staff 2022,Research & Development,Manager,233172,6,Active,0122001437,83,2026-04-15
HRA-2023,Staff 2023,Sales,Sales Representative,21480,1,Terminated,0122001438,83,2026-04-15
HRA-2024,Staff 2024,Sales,Sales Executive,91728,9,Active,0122001439,83,2026-04-15
HRA-2025,Staff 2025,Research & Development,Manufacturing Director,61572,4,Active,0122001440,82,2026-04-15
HRA-2026,Staff 2026,Research & Development,Healthcare Representative,75672,13,Active,0122001441,87,2026-04-15
HRA-2027,Staff 2027,Research & Development,Research Scientist,57444,2,Terminated,0122001442,95,2026-04-15
HRA-2031,Staff 2031,Research & Development,Manager,226560,22,Active,0122001443,98,2026-04-15
HRA-2032,Staff 2032,Research & Development,Laboratory Technician,28068,10,Terminated,0122001444,83,2026-04-15
HRA-2034,Staff 2034,Research & Development,Manufacturing Director,162840,20,Active,0122001445,92,2026-04-15
HRA-2035,Staff 2035,Sales,Sales Executive,80544,8,Active,0122001446,88,2026-04-15
